id;premium;name;department;has_test;response_letter_required;area;salary;type;address;response_url;sort_point_distance;published_at;created_at;archived;apply_alternate_url;insider_interview;url;adv_response_url;alternate_url;relations;employer;snippet;contacts;schedule;working_days;working_time_intervals;working_time_modes;accept_temporary;professional_roles;accept_incomplete_resumes
73767471;False;Python программист (Senior);;False;False;{'id': '112', 'name': 'Ярославль', 'url': 'https://api.hh.ru/areas/112'};{'from': 250000, 'to': None, 'currency': 'RUR', 'gross': True};{'id': 'open', 'name': 'Открытая'};{'city': 'Ярославль', 'street': 'улица Свободы', 'building': '71А', 'description': None, 'lat': 57.625431, 'lng': 39.86407, 'raw': 'Ярославль, улица Свободы, 71А', 'metro': None, 'metro_stations': [], 'id': '11568118'};;;2023-01-15T14:40:49+0300;2023-01-15T14:40:49+0300;False;https://hh.ru/applicant/vacancy_response?vacancyId=73767471;;https://api.hh.ru/vacancies/73767471?host=hh.ru;https://api.hh.ru/vacancies/73767471/adv_response?host=hh.ru;https://hh.ru/vacancy/73767471;[];{'id': '1156488', 'name': 'Арго студио', 'url': 'https://api.hh.ru/employers/1156488', 'alternate_url': 'https://hh.ru/employer/1156488', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/937188.png', '240': 'https://hhcdn.ru/employer-logo/4189297.png', '90': 'https://hhcdn.ru/employer-logo/4189296.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1156488', 'trusted': True};"{'requirement': 'Опыт работы от 3 лет на аналогичной позиции. Знания <highlighttext>Python</highlighttext>. Опыт работы с FastAPI и/или AsyncIO. Опыт работы с...', 'responsibility': ""Разработка backend'a для мобильных и web приложений. Разработка архитектуры проектов. Организация работы команды разработчиков, менторство. Проведение code review.""}";;{'id': 'fullDay', 'name': 'Полный день'};[];[];[];False;[{'id': '96', 'name': 'Программист, разработчик'}];False
75689151;False;Python-разработчик (junior);;False;False;{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'};{'from': 50000, 'to': 60000, 'currency': 'RUR', 'gross': False};{'id': 'open', 'name': 'Открытая'};{'city': 'Москва', 'street': 'Походный проезд', 'building': '4к1', 'description': None, 'lat': 55.834052, 'lng': 37.41087, 'raw': 'Москва, Походный проезд, 4к1', 'metro': {'station_name': 'Сходненская', 'line_name': 'Таганско-Краснопресненская', 'station_id': '7.138', 'line_id': '7', 'lat': 55.84926, 'lng': 37.44076}, 'metro_stations': [{'station_name': 'Сходненская', 'line_name': 'Таганско-Краснопресненская', 'station_id': '7.138', 'line_id': '7', 'lat': 55.84926, 'lng': 37.44076}, {'station_name': 'Тушинская', 'line_name': 'Таганско-Краснопресненская', 'station_id': '7.145', 'line_id': '7', 'lat': 55.825479, 'lng': 37.437024}], 'id': '2752745'};;;2023-01-14T15:37:08+0300;2023-01-14T15:37:08+0300;False;https://hh.ru/applicant/vacancy_response?vacancyId=75689151;;https://api.hh.ru/vacancies/75689151?host=hh.ru;https://api.hh.ru/vacancies/75689151/adv_response?host=hh.ru;https://hh.ru/vacancy/75689151;[];{'id': '4108548', 'name': 'Целус Менеджмент', 'url': 'https://api.hh.ru/employers/4108548', 'alternate_url': 'https://hh.ru/employer/4108548', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/654541.jpg', '90': 'https://hhcdn.ru/employer-logo/3059312.jpeg', '240': 'https://hhcdn.ru/employer-logo/3059313.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4108548', 'trusted': True};{'requirement': 'Уверенное использование <highlighttext>Python</highlighttext> 3.8. Знание базовых структур данных и алгоритмов, способность оценивать скорость работы алгоритмов. Умение вникать в большие...', 'responsibility': 'Реализовывать алгоритмы и структуры данных для решения задач на графах. Оптимизировать и рефакторить существующий код. Разрабатывать прототипы для проверки гипотез...'};;{'id': 'fullDay', 'name': 'Полный день'};[];[];[];True;[{'id': '96', 'name': 'Программист, разработчик'}];False
73750014;False;Разработчик SQL+Python;;False;True;{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'};;{'id': 'open', 'name': 'Открытая'};;;;2023-01-15T10:02:47+0300;2023-01-15T10:02:47+0300;False;https://hh.ru/applicant/vacancy_response?vacancyId=73750014;;https://api.hh.ru/vacancies/73750014?host=hh.ru;https://api.hh.ru/vacancies/73750014/adv_response?host=hh.ru;https://hh.ru/vacancy/73750014;[];{'id': '4872201', 'name': 'ANABAR', 'url': 'https://api.hh.ru/employers/4872201', 'alternate_url': 'https://hh.ru/employer/4872201', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/912004.png', '240': 'https://hhcdn.ru/employer-logo/4088704.png', '90': 'https://hhcdn.ru/employer-logo/4088703.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4872201', 'trusted': True};{'requirement': 'Знание что такое swagger. Знание как работают зависимости в <highlighttext>python</highlighttext> (pip/poetry/pipenv). Понимание про typehints/mypy. Опыт написание каких...', 'responsibility': 'Написание микросервисов для аналитических сервисов (формируют хитрый оптимизированный запрос в БД, обрабатывает на <highlighttext>python</highlighttext> и отдает в <highlighttext>python</highlighttext>). '};;{'id': 'remote', 'name': 'Удаленная работа'};[];[];[];False;[{'id': '96', 'name': 'Программист, разработчик'}];False
67856203;False;Python developer (Middle);;False;False;{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'};{'from': 300000, 'to': 360000, 'currency': 'RUR', 'gross': False};{'id': 'open', 'name': 'Открытая'};{'city': 'Санкт-Петербург', 'street': 'улица Льва Толстого', 'building': '9', 'description': None, 'lat': 59.96534912651138, 'lng': 30.315647169311216, 'raw': 'Санкт-Петербург, улица Льва Толстого, 9', 'metro': {'station_name': 'Петроградская', 'line_name': 'Московско-Петроградская', 'station_id': '15.215', 'line_id': '15', 'lat': 59.966389, 'lng': 30.311293}, 'metro_stations': [{'station_name': 'Петроградская', 'line_name': 'Московско-Петроградская', 'station_id': '15.215', 'line_id': '15', 'lat': 59.966389, 'lng': 30.311293}], 'id': '379580'};;;2023-01-14T12:42:00+0300;2023-01-14T12:42:00+0300;False;https://hh.ru/applicant/vacancy_response?vacancyId=67856203;;https://api.hh.ru/vacancies/67856203?host=hh.ru;https://api.hh.ru/vacancies/67856203/adv_response?host=hh.ru;https://hh.ru/vacancy/67856203;[];{'id': '1519234', 'name': 'Вайт Код', 'url': 'https://api.hh.ru/employers/1519234', 'alternate_url': 'https://hh.ru/employer/1519234', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/249336.png', '90': 'https://hhcdn.ru/employer-logo/1440017.png', '240': 'https://hhcdn.ru/employer-logo/1440018.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1519234', 'trusted': True};{'requirement': '<highlighttext>Python</highlighttext> разработчик (Middle) с опытом от 2,5 лет. Не рассматриваем удаленное сотрудничество. Навыки, которые необходимы: Хорошие знания <highlighttext>Python</highlighttext>. ', 'responsibility': 'Поддержкой, развитием и оптимизацией проектов. Проектированием и развитием архитектуры баз данных. Разработкой новой функциональности и улучшением имеющейся. Связкой backend и...'};;{'id': 'fullDay', 'name': 'Полный день'};[];[];[];False;[{'id': '96', 'name': 'Программист, разработчик'}];False
75436252;False;Python разработчик;;False;False;{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'};{'from': 100000, 'to': None, 'currency': 'RUR', 'gross': False};{'id': 'open', 'name': 'Открытая'};;;;2023-01-14T18:01:52+0300;2023-01-14T18:01:52+0300;False;https://hh.ru/applicant/vacancy_response?vacancyId=75436252;;https://api.hh.ru/vacancies/75436252?host=hh.ru;https://api.hh.ru/vacancies/75436252/adv_response?host=hh.ru;https://hh.ru/vacancy/75436252;[];{'id': '5600787', 'name': 'Own Script', 'url': 'https://api.hh.ru/employers/5600787', 'alternate_url': 'https://hh.ru/employer/5600787', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/4211381.png', '90': 'https://hhcdn.ru/employer-logo/4211380.png', 'original': 'https://hhcdn.ru/employer-logo-original/942711.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=5600787', 'trusted': True};{'requirement': 'Уверенное владение <highlighttext>Python</highlighttext> 3+ и опыт коммерческой разработки от года. Фреймворки: FastAPI, Tornado, Flask или аналог. ORM: SQLAlchemy, django...', 'responsibility': 'Проектирование архитектуры сервисов, API. Разработка бизнес логики. Оптимизация кода.'};;{'id': 'fullDay', 'name': 'Полный день'};[];[];[];False;[{'id': '96', 'name': 'Программист, разработчик'}];False
74205289;False;Разработчик (Backend developer / Python);;False;False;{'id': '95', 'name': 'Тюмень', 'url': 'https://api.hh.ru/areas/95'};{'from': 100000, 'to': 150000, 'currency': 'RUR', 'gross': False};{'id': 'open', 'name': 'Открытая'};{'city': 'Тюмень', 'street': 'улица Кузнецова', 'building': '15', 'description': None, 'lat': 57.149416, 'lng': 65.531372, 'raw': 'Тюмень, улица Кузнецова, 15', 'metro': None, 'metro_stations': [], 'id': '4961574'};;;2023-01-14T12:07:13+0300;2023-01-14T12:07:13+0300;False;https://hh.ru/applicant/vacancy_response?vacancyId=74205289;;https://api.hh.ru/vacancies/74205289?host=hh.ru;https://api.hh.ru/vacancies/74205289/adv_response?host=hh.ru;https://hh.ru/vacancy/74205289;[];{'id': '4810593', 'name': 'Статус', 'url': 'https://api.hh.ru/employers/4810593', 'alternate_url': 'https://hh.ru/employer/4810593', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/763063.jpg', '90': 'https://hhcdn.ru/employer-logo/3493209.jpeg', '240': 'https://hhcdn.ru/employer-logo/3493210.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4810593', 'trusted': True};{'requirement': 'Опыт работы от 1,5 лет и знание: PostgreSQL, MongoDB, REST API, GraphQL, Git. Знание языка <highlighttext>Python</highlighttext> (3.9, Flask...', 'responsibility': '<highlighttext>Python</highlighttext> на бэкенде, взаимодействие через GraphQL и REST API. SPA на Vue.js + Typescript на фронте и Quasar как библиотека...'};;{'id': 'remote', 'name': 'Удаленная работа'};[];[];[];False;[{'id': '96', 'name': 'Программист, разработчик'}];False
74140743;False;Data Collection Specialist (Junior Python Developer);;True;False;{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'};;{'id': 'open', 'name': 'Открытая'};{'city': 'Санкт-Петербург', 'street': 'Гельсингфорсская улица', 'building': '2', 'description': None, 'lat': 59.973847, 'lng': 30.333745, 'raw': 'Санкт-Петербург, Гельсингфорсская улица, 2', 'metro': {'station_name': 'Выборгская', 'line_name': 'Кировско-Выборгская', 'station_id': '14.196', 'line_id': '14', 'lat': 59.970925, 'lng': 30.347408}, 'metro_stations': [{'station_name': 'Выборгская', 'line_name': 'Кировско-Выборгская', 'station_id': '14.196', 'line_id': '14', 'lat': 59.970925, 'lng': 30.347408}], 'id': '3181706'};;;2023-01-15T12:14:53+0300;2023-01-15T12:14:53+0300;False;https://hh.ru/applicant/vacancy_response?vacancyId=74140743;;https://api.hh.ru/vacancies/74140743?host=hh.ru;https://api.hh.ru/vacancies/74140743/adv_response?host=hh.ru;https://hh.ru/vacancy/74140743;[];{'id': '2625959', 'name': 'ID R&D', 'url': 'https://api.hh.ru/employers/2625959', 'alternate_url': 'https://hh.ru/employer/2625959', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/3935484.png', '90': 'https://hhcdn.ru/employer-logo/3935483.png', 'original': 'https://hhcdn.ru/employer-logo-original/873652.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2625959', 'trusted': True};{'requirement': 'Знание структур данных и принципов работы с данными. Хороший уровень владения языком <highlighttext>python</highlighttext>. Алгоритмическое мышление. Опыт работы с Linux. ', 'responsibility': 'Разработка и доработка автоматических утилит проверки и разметки данных (видео и аудио) с cервисов Яндекс.Толока, mechanical turk и аналогов. '};;{'id': 'fullDay', 'name': 'Полный день'};[];[];[];False;[{'id': '96', 'name': 'Программист, разработчик'}];False
75081176;False;Junior разработчик нейросетевых алгоритмов / Reinforcement Learning;;False;False;{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'};{'from': 60000, 'to': 100000, 'currency': 'RUR', 'gross': True};{'id': 'open', 'name': 'Открытая'};{'city': 'Москва', 'street': 'улица Викторенко', 'building': '7', 'description': None, 'lat': 55.797974, 'lng': 37.529519, 'raw': 'Москва, улица Викторенко, 7', 'metro': {'station_name': 'Аэропорт', 'line_name': 'Замоскворецкая', 'station_id': '2.12', 'line_id': '2', 'lat': 55.800441, 'lng': 37.530477}, 'metro_stations': [{'station_name': 'Аэропорт', 'line_name': 'Замоскворецкая', 'station_id': '2.12', 'line_id': '2', 'lat': 55.800441, 'lng': 37.530477}], 'id': '419525'};;;2023-01-14T16:54:26+0300;2023-01-14T16:54:26+0300;False;https://hh.ru/applicant/vacancy_response?vacancyId=75081176;;https://api.hh.ru/vacancies/75081176?host=hh.ru;https://api.hh.ru/vacancies/75081176/adv_response?host=hh.ru;https://hh.ru/vacancy/75081176;[];{'id': '1626408', 'name': 'Федеральное автономное учреждение Государственный Научно-Исследовательский Институт Авиационных Систем', 'url': 'https://api.hh.ru/employers/1626408', 'alternate_url': 'https://hh.ru/employer/1626408', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/238329.png', '90': 'https://hhcdn.ru/employer-logo/1395993.png', '240': 'https://hhcdn.ru/employer-logo/1395994.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1626408', 'trusted': True};{'requirement': 'Наличие базовых теоретических знаний в области Reinforcement Learning. Владение <highlighttext>Python</highlighttext> на уровне junior разработчика (основные концепции языка, структуры данных, PEP). ', 'responsibility': 'Формировать свои теоретические знания и использовать их на практике. Самостоятельно реализовывать базовые RL алгоритмы. Изучать подходы в области RL. '};;{'id': 'fullDay', 'name': 'Полный день'};[];[];[];False;[{'id': '79', 'name': 'Научный специалист, исследователь'}];False
73722348;False;Программист Python/JavaScript;;False;False;{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'};{'from': 110000, 'to': 150000, 'currency': 'RUR', 'gross': False};{'id': 'open', 'name': 'Открытая'};{'city': None, 'street': None, 'building': None, 'description': None, 'lat': None, 'lng': None, 'raw': None, 'metro': {'station_name': 'Белорусская', 'line_name': 'Замоскворецкая', 'station_id': '2.19', 'line_id': '2', 'lat': 55.777439, 'lng': 37.582107}, 'metro_stations': [{'station_name': 'Белорусская', 'line_name': 'Замоскворецкая', 'station_id': '2.19', 'line_id': '2', 'lat': 55.777439, 'lng': 37.582107}], 'id': '143236'};;;2023-01-14T15:39:31+0300;2023-01-14T15:39:31+0300;False;https://hh.ru/applicant/vacancy_response?vacancyId=73722348;;https://api.hh.ru/vacancies/73722348?host=hh.ru;https://api.hh.ru/vacancies/73722348/adv_response?host=hh.ru;https://hh.ru/vacancy/73722348;[];{'id': '983624', 'name': 'ИнфоТех', 'url': 'https://api.hh.ru/employers/983624', 'alternate_url': 'https://hh.ru/employer/983624', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=983624', 'trusted': True};{'requirement': 'Знание <highlighttext>Python</highlighttext>/JavaScript. Способность к творческому решению поставленных задач. Желание изучать новые компьютерные технологии и методы разработки. Стаж, указанный выше...', 'responsibility': 'Участие в создании масштабного, интересного проекта. Вам придется спроектировать и написать с нуля большую часть системы, познакомившись со всеми этапами...'};;{'id': 'fullDay', 'name': 'Полный день'};[];[];[];False;[{'id': '96', 'name': 'Программист, разработчик'}];False
71147348;False;Разработчик C# / Python;;False;False;{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'};{'from': 300000, 'to': 500000, 'currency': 'RUR', 'gross': False};{'id': 'open', 'name': 'Открытая'};{'city': 'Москва', 'street': 'проспект Вернадского', 'building': '29', 'description': None, 'lat': 55.681712, 'lng': 37.516449, 'raw': 'Москва, проспект Вернадского, 29', 'metro': {'station_name': 'Проспект Вернадского', 'line_name': 'Сокольническая', 'station_id': '1.118', 'line_id': '1', 'lat': 55.676549, 'lng': 37.504584}, 'metro_stations': [{'station_name': 'Проспект Вернадского', 'line_name': 'Сокольническая', 'station_id': '1.118', 'line_id': '1', 'lat': 55.676549, 'lng': 37.504584}, {'station_name': 'Проспект Вернадского', 'line_name': 'Большая кольцевая линия', 'station_id': '97.814', 'line_id': '97', 'lat': 55.677778, 'lng': 37.505}, {'station_name': 'Университет', 'line_name': 'Сокольническая', 'station_id': '1.149', 'line_id': '1', 'lat': 55.69329, 'lng': 37.534511}], 'id': '11936540'};;;2023-01-13T19:59:10+0300;2023-01-13T19:59:10+0300;False;https://hh.ru/applicant/vacancy_response?vacancyId=71147348;;https://api.hh.ru/vacancies/71147348?host=hh.ru;https://api.hh.ru/vacancies/71147348/adv_response?host=hh.ru;https://hh.ru/vacancy/71147348;[];{'id': '9261916', 'name': 'Дубайт', 'url': 'https://api.hh.ru/employers/9261916', 'alternate_url': 'https://hh.ru/employer/9261916', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/5694076.png', '240': 'https://hhcdn.ru/employer-logo/5694077.png', 'original': 'https://hhcdn.ru/employer-logo-original/1018327.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=9261916', 'trusted': True};{'requirement': 'Опыт разработки приложений на базе С# под .NET Core от 3 лет. Опыт работы с <highlighttext>Python</highlighttext> 3 (numpy, pandas, sklearn...', 'responsibility': 'Разработка систем анализа, обработки и визуализации данных, в т.ч. Big data. Автоматизация бизнес-операций и интеграция с текущими процессами.'};;{'id': 'fullDay', 'name': 'Полный день'};[];[];[];False;[{'id': '96', 'name': 'Программист, разработчик'}];False
